epoch,train_loss,val_loss,val_dice,val_hd95
1,1.2336501402734688,1.146091749279227,0.42236903278838,25.238050403254533
2,1.229387779213118,1.1057859103461851,0.4407152614115619,23.87301340241198
3,1.196732024561385,1.0708565153818828,0.46656244686468296,23.325192077363578
4,1.1398537963947923,1.0615637414630588,0.5002926976159956,22.03988665439872
5,1.0657779251868067,0.9905626848742789,0.5044088385759953,21.421193876264304
6,1.0305583544363375,0.938285122893331,0.543192832784613,20.49652753515023
7,1.0056218008291196,0.9382033371550925,0.5551349179877808,19.745818929092803
8,0.9314458378036521,0.9069487318627644,0.5726272671316234,18.58154486467859
9,0.9190741066510367,0.8904340995709049,0.5796543656650571,18.083981471766197
10,0.8765486596936048,0.8567496965693709,0.6062159377326127,17.811029117949815
11,0.8505999236719263,0.8059518509068095,0.6070777435664816,16.654986252335434
12,0.7996377368781574,0.8254532468575939,0.6218278062183625,16.453469244888442
13,0.7934313388006424,0.7547285847091157,0.6423679370265041,15.41860804457589
14,0.7443601364213782,0.7094039108549965,0.6504777286913593,14.725971800960867
15,0.7062658640590832,0.7244562762968109,0.6603253291694968,14.509338692583741
16,0.6949429409541212,0.7203243373366267,0.6815875159105813,14.410283959033688
17,0.6576061552275304,0.669478564552192,0.6727049815691586,13.538137513742903
18,0.6608705990339812,0.6500835323106138,0.7027442914630985,13.318959550091316
19,0.6321502358859419,0.6433323235582646,0.707182087351586,12.891248874045626
20,0.5900028567297605,0.6323271305886351,0.7243767294918931,12.073125760243355
21,0.6049644865210355,0.6034295032355392,0.7362388181217838,12.081719715592579
22,0.535405647034961,0.5628676727469011,0.7525198697019577,11.45267429511804
23,0.5471312576602327,0.5569400041864657,0.7540868648462121,11.299990372407551
24,0.5340171929890799,0.5620481662228918,0.7567360819980615,11.157299967629386
25,0.5194554338097573,0.5283852790313289,0.7647512675871614,10.688403356082002
26,0.4672034999364144,0.5020208124134548,0.7846298729898293,10.856293664448065
27,0.4674454301448345,0.5338331967071257,0.770223764491314,9.471104857880853
28,0.45178788064750713,0.4691158863762945,0.7723479989057594,9.216513878714096
29,0.4445085057496154,0.47382824478004865,0.7962446267603475,9.394240738874505
30,0.40856075058378494,0.4595850636113247,0.7967817419876958,8.963777872446204
31,0.42330417634433093,0.4386205234360344,0.784106379118492,8.944887696811703
32,0.3811915820084787,0.42028932691643117,0.8246805729300475,8.366406981588467
33,0.3870643339787196,0.46577035240523734,0.8005450871472491,8.757598298161948
34,0.3998655879738934,0.4107913963423372,0.823894693121283,8.541372295174106
35,0.36220518777278704,0.4065022984917972,0.8111167831305837,8.171859766765616
36,0.33933546487039296,0.37019517170109933,0.8086465605075642,7.947756779891441
37,0.3195680241979709,0.38581122105684035,0.8405715949619268,7.671190012067574
38,0.34538716319269613,0.3796943021602553,0.815418486464879,7.405912965962006
39,0.3422528262615198,0.3542770768877159,0.8320460485461081,7.730075857877867
40,0.34212899904726135,0.343149405641857,0.8343494703812496,7.1142160417090485
41,0.32466418773577005,0.3649418457118472,0.844945960017073,7.062758664945723
42,0.3150378615699921,0.3310602281988599,0.8566512619339587,6.732981263918671
43,0.2736661730758372,0.35203632886217145,0.8520568444923732,7.131311043879074
44,0.2948126044930205,0.3495582194744926,0.8488704714377693,6.552807759415521
45,0.292789222759381,0.29531055224961794,0.8627135480712838,6.419829874391387
46,0.27551618634471364,0.3128791676339481,0.8721757294635479,6.033413800351356
47,0.26066177121038214,0.3253160432094735,0.8469370982935699,6.140617411942178
48,0.2482977410509629,0.3285321575838666,0.87015184102628,5.885144566427014
49,0.248788788216415,0.3034199115227801,0.854296542759668,5.610286755363707
50,0.24416020599775237,0.2888321178307926,0.8720631995539367,6.018623863545864
51,0.2499780011586138,0.33483169918109484,0.8536855578925958,6.023813698784054
